case_id,person_id,role,name_as_recorded,father_name_as_recorded,age_as_recorded,gender,district,year
SYN-C-00727,SYN-P-00659,accused,LADLI BAIL,LIAM VENKATARAMAN,37,F,Mysuru,2022
SYN-C-00728,SYN-P-01400,accused,DEVANSH CHAKRABARTI,ISAIAH CHANDA,26,M,Belagavi,2022
SYN-C-00729,SYN-P-00013,accused,MOHAMMED SEHGAL,REYANSH PALAN,35,M,Bengaluru Urban,2021
SYN-C-00730,SYN-P-00320,accused,INDRAJIT BHANDARI,UPKAAR DHILLON,32,M,Bengaluru Urban,2019
SYN-C-00730,SYN-P-01540,accused,LAKSH PUROHIT,MANAN CHAUDRY,16,M,Bengaluru Urban,2019
SYN-C-00731,SYN-P-01564,accused,WARINDER DOSHI,,43,M,Bengaluru Urban,2022
SYN-C-00732,SYN-P-00835,accused,AYAAN DYAL,,26,M,Mysuru,2023
SYN-C-00732,SYN-P-00343,accused,L. DASGUPTA,YATIN TELLA,18,M,Mysuru,2023
SYN-C-00733,SYN-P-01166,accused,N. TATA,JEET MANNE,47,F,Belagavi,2023
SYN-C-00733,SYN-P-00781,accused,MAANAS SHROFF,HARRISON DAYAL,44,M,Belagavi,2023
SYN-C-00734,SYN-P-00795,accused,VIHAAN RATTI,WILLIAM RADHAKRISHNAN,31,M,Bengaluru Urban,2019
SYN-C-00734,SYN-P-00319,accused,JACKSON SOOD,QADIM DHAR,35,M,Bengaluru Urban,2019
SYN-C-00735,SYN-P-01567,accused,MANBIR PAU,INDRAJIT RAMASWAMY,49,M,Bengaluru Urban,2022
SYN-C-00735,SYN-P-01618,accused,BIMALA CHAD,WYATT DIN,53,F,Bengaluru Urban,2022
SYN-C-00736,SYN-P-00962,accused,VEDHIKA UPPAL,ZASHIL SUNDARAM,26,F,Bengaluru Urban,2022
SYN-C-00737,SYN-P-00526,accused,A. SOLANKI,ONVEER RAI,32,M,Bengaluru Urban,2023
SYN-C-00737,SYN-P-01249,accused,OSCAR SARAN,ZASHIL TANEJA,18,M,Bengaluru Urban,2023
SYN-C-00738,SYN-P-00797,accused,BAKHSHI SULE,,46,M,Bengaluru Urban,2021
SYN-C-00738,SYN-P-01399,accused,HRITIK BALAY,JAI SHETTY,51,M,Bengaluru Urban,2021
SYN-C-00739,SYN-P-01141,accused,CHHABRA THOMAS,,37,M,Bengaluru Urban,2019
SYN-C-00740,SYN-P-01630,accused,DASS LIAM,NAKUL GANGULY,46,M,Bengaluru Urban,2021
SYN-C-00741,SYN-P-00321,accused,FALAN LATA,,25,M,Tumakuru,2022
SYN-C-00742,SYN-P-01136,accused,HRITIK DEWAN,,30,M,Bengaluru Urban,2023
SYN-C-00742,SYN-P-01452,accused,ABHIRAM WASON,MAANAS MITTER,40,M,Bengaluru Urban,2023
SYN-C-00743,SYN-P-00484,accused,KRISH KHALSA,IKBAL BATTA,23,M,Bengaluru Urban,2019
SYN-C-00743,SYN-P-00530,accused,VISWANATHAN QABIL,FRADO PAU,32,M,Bengaluru Urban,2019
SYN-C-00743,SYN-P-00858,accused,GIRIK TELLA,OM GALA,26,M,Bengaluru Urban,2019
SYN-C-00743,SYN-P-01161,accused,SAKSHAM SOMAN,FARAS PATLA,29,M,Bengaluru Urban,2019
SYN-C-00743,SYN-P-00654,accused,PETER GADE,,42,M,Bengaluru Urban,2019
SYN-C-00744,SYN-P-00228,accused,JHAVERI QUINCY,KARAN SANGHA,22,M,Kalaburagi,2021
SYN-C-00745,SYN-P-00731,accused,SATHVIK DIXIT,EKANSH NAGI,27,M,Bengaluru Urban,2020
SYN-C-00746,SYN-P-00637,accused,HREDHAAN MAHAL,,36,M,Bengaluru Urban,2023
SYN-C-00747,SYN-P-01166,accused,NEELIMA TATA,,45,F,Belagavi,2019
SYN-C-00747,SYN-P-01570,accused,UDYATI PARSA,EKAVIR WALI,31,F,Belagavi,2019
SYN-C-00748,SYN-P-00770,accused,WYANJANA WADHWA,BALJIWAN CHERIAN,34,F,Mysuru,2020
SYN-C-00748,SYN-P-01454,accused,W. DUBEY,,27,M,Mysuru,2020
SYN-C-00749,SYN-P-00539,accused,LAKSH NAIK,JAI LANKA,51,M,Bengaluru Urban,2019
SYN-C-00749,SYN-P-01376,accused,V. DHAWAN,,21,M,Bengaluru Urban,2019
SYN-C-00750,SYN-P-00723,accused,DEY URVASHI,,28,F,Bengaluru Urban,2022
SYN-C-00750,SYN-P-01515,accused,RAI GAUTAM,,19,M,Bengaluru Urban,2022
SYN-C-00750,SYN-P-01461,accused,V. AHLUWALIA,FALAN KADAKIA,24,M,Bengaluru Urban,2022
SYN-C-00751,SYN-P-00144,accused,AAYUSH MITTER,JACOB NARANG,20,M,Bengaluru Urban,2023
SYN-C-00751,SYN-P-00698,accused,JHA NEEL,,36,M,Bengaluru Urban,2023
SYN-C-00752,SYN-P-01036,accused,BALJIWAN BHAVSAR,ALEXANDER BADAMI,37,M,Bengaluru Urban,2022
SYN-C-00752,SYN-P-00749,accused,FINN BHATTACHARYYA,ARIN ISSAC,27,M,Bengaluru Urban,2022
SYN-C-00753,SYN-P-00662,accused,VINCENT BASSI,BALENDRA NAIK,54,M,Bengaluru Urban,2019
SYN-C-00753,SYN-P-01159,accused,KARAN SARNA,FITAN HANDA,39,M,Bengaluru Urban,2019
SYN-C-00754,SYN-P-01087,accused,M. SATHE,BALVAN BASAK,49,M,Bengaluru Urban,2019
SYN-C-00754,SYN-P-01469,accused,AARINI BHALLA,NATHAN OAK,37,F,Bengaluru Urban,2019
SYN-C-00755,SYN-P-01408,accused,WAHAB PATHAK,,45,M,Bengaluru Urban,2020
SYN-C-00755,SYN-P-01673,accused,V. TRIPATHI,CHRISTOPHER NARAYAN,44,F,Bengaluru Urban,2020
SYN-C-00756,SYN-P-01740,accused,TIRTH CHHABRA,ORINDER SWAMY,40,M,Belagavi,2022
SYN-C-00757,SYN-P-00583,accused,WRIDDHISH MITTER,KALPIT CHANDRA,36,M,Bengaluru Urban,2019
SYN-C-00757,SYN-P-01799,accused,SANYA BEHL,MAX SANT,38,F,Bengaluru Urban,2019
SYN-C-00758,SYN-P-01634,accused,RAM FARIQ,RYAN BRAHMBHATT,30,M,Bengaluru Urban,2019
SYN-C-00758,SYN-P-00921,accused,FARAJ GOSWAMI,,29,M,Bengaluru Urban,2019
SYN-C-00758,SYN-P-01307,accused,YOSHITA PANT,ANAY VARTY,42,F,Bengaluru Urban,2019
SYN-C-00759,SYN-P-01549,accused,RONITH RAMANATHAN,FARAS OZA,36,M,Bengaluru Urban,2022
SYN-C-00759,SYN-P-01793,accused,SATHVIK TATA,ABDUL SRIVASTAVA,37,M,Bengaluru Urban,2022
SYN-C-00760,SYN-P-01074,accused,WARDA RAJA,,42,F,Bengaluru Urban,2021
SYN-C-00761,SYN-P-01109,accused,DALBIR PILLAI,DARPAN TRIVEDI,47,M,Bengaluru Urban,2022
SYN-C-00762,SYN-P-01750,accused,AYUSH JAYARAMAN,,28,M,Bengaluru Urban,2020
SYN-C-00763,SYN-P-00296,accused,OSCAR WARRIOR,XAVIER RAJ,23,M,Belagavi,2021
SYN-C-00764,SYN-P-00805,accused,HEMANG TIWARI,ZAYAN KALE,48,M,Bengaluru Urban,2021
SYN-C-00764,SYN-P-01598,accused,DYAL CHANDRAN,SAMARTH BHALLA,20,M,Bengaluru Urban,2021
SYN-C-00765,SYN-P-01882,accused,DEVANSH GHOSH,JACK UPADHYAY,42,M,Bengaluru Urban,2023
SYN-C-00765,SYN-P-00563,accused,GOLE YUVRAJ,FITAN TARA,36,M,Bengaluru Urban,2023
SYN-C-00766,SYN-P-01252,accused,SARA KARPE,REYANSH BOSE,43,F,Bengaluru Urban,2020
SYN-C-00766,SYN-P-00931,accused,ISHAAN D’ALIA,RYAN KHOSLA,35,M,Bengaluru Urban,2020
SYN-C-00766,SYN-P-01592,accused,FARIQ SACHAR,WRIDDHISH KALA,33,M,Bengaluru Urban,2020
SYN-C-00766,SYN-P-00134,accused,CHOPRA FRADO,BALVEER MAMMEN,42,M,Bengaluru Urban,2020
SYN-C-00766,SYN-P-00023,accused,H. SASTRY,,28,M,Bengaluru Urban,2020
SYN-C-00767,SYN-P-00507,accused,L. CHAKRABARTI,AARNAV SUNDER,23,M,Bengaluru Urban,2021
SYN-C-00768,SYN-P-00893,accused,TARAK LAD,CHAKRADEV KHATRI,52,M,Bengaluru Urban,2023
SYN-C-00769,SYN-P-00863,accused,KAI DYAL,NATHAN RAVEL,31,M,Bengaluru Urban,2021
SYN-C-00769,SYN-P-01539,accused,AZAD NAGI,YASH DE,36,M,Bengaluru Urban,2021
SYN-C-00770,SYN-P-00835,accused,AYAAN DYAL,,24,M,Mysuru,2021
SYN-C-00771,SYN-P-00659,accused,LADLI BAIL,LIAM VENKATARAMAN,40,F,Mysuru,2022
SYN-C-00771,SYN-P-00150,accused,MANAN MEMON,KRISH PRADHAN,52,M,Mysuru,2022
SYN-C-00772,SYN-P-01250,accused,MAX VENKATESH,,50,M,Bengaluru Urban,2020
SYN-C-00773,SYN-P-01860,accused,HARITA RAMASWAMY,,24,F,Bengaluru Urban,2023
SYN-C-00774,SYN-P-01270,accused,G. GABA,LIAM DOCTOR,29,M,Bengaluru Urban,2020
SYN-C-00774,SYN-P-00538,accused,HARISH ACHARYA,,19,M,Bengaluru Urban,2020
SYN-C-00775,SYN-P-00002,accused,SHAURYA BOASE,CHAKRADEV SAMRA,22,M,Bengaluru Urban,2019
SYN-C-00775,SYN-P-00444,accused,BHATNAGAR PALLAVI,AAYUSH GODA,22,F,Bengaluru Urban,2019
SYN-C-00776,SYN-P-01479,accused,DEV TRIPATHI,,24,M,Bengaluru Urban,2021
SYN-C-00777,SYN-P-00655,accused,A. GILL,SHIVANSH BALAN,43,M,Bengaluru Urban,2023
SYN-C-00777,SYN-P-00694,accused,BALVAN BHATT,,35,M,Bengaluru Urban,2023
SYN-C-00777,SYN-P-01183,accused,NITESH NAGY,ADITYA YOHANNAN,44,M,Bengaluru Urban,2023
SYN-C-00778,SYN-P-00659,accused,BAIL LADLI,LIAM VENKATARAMAN,38,F,Mysuru,2023
SYN-C-00778,SYN-P-00508,accused,FARIS NAGARAJAN,HITESH BEN,37,M,Mysuru,2023
SYN-C-00779,SYN-P-00129,accused,J. SUNDARAM,AYAAN DHINGRA,37,F,Bengaluru Urban,2019
SYN-C-00779,SYN-P-01471,accused,NATHAN AMBLE,LAKSHIT BAJWA,26,M,Bengaluru Urban,2019
SYN-C-00780,SYN-P-00172,accused,INDRAJIT RAVEL,WARJAS GOSWAMI,49,M,Bengaluru Urban,2023
SYN-C-00780,SYN-P-01012,accused,K. GILL,,28,M,Bengaluru Urban,2023
SYN-C-00781,SYN-P-01407,accused,ABEER SAINI,ISAAC SUBRAMANIAN,28,M,Bengaluru Urban,2022
SYN-C-00782,SYN-P-00977,accused,J. JHA,JOSHUA KRISHNAN,36,M,Bengaluru Urban,2019
SYN-C-00783,SYN-P-01131,accused,SAMUEL PATHAK,,54,M,Tumakuru,2022
SYN-C-00784,SYN-P-01581,accused,RAYAAN NARAIN,GUNBIR PINGLE,29,M,Bengaluru Urban,2023
SYN-C-00785,SYN-P-01381,accused,TARAK BAKSHI,GOPAL PRASAD,25,M,Bengaluru Urban,2019
SYN-C-00785,SYN-P-01635,accused,ZAYYAN WASON,BALVEER BATH,28,M,Bengaluru Urban,2019
SYN-C-00786,SYN-P-00140,accused,AZAD NORI,LABAN NAYAK,33,M,Mysuru,2022
SYN-C-00786,SYN-P-00048,accused,AKSHAY BHATNAGAR,NICHOLAS TIWARI,37,M,Mysuru,2022
SYN-C-00786,SYN-P-00829,accused,L. NATARAJAN,YUG DYAL,45,M,Mysuru,2022
SYN-C-00786,SYN-P-00866,accused,Q. RAGHAVAN,EKARAJ TARA,52,M,Mysuru,2022
SYN-C-00787,SYN-P-00372,accused,JACK CHAKRABARTI,NEEL KIBE,28,M,Bengaluru Urban,2019
SYN-C-00788,SYN-P-01808,accused,MANBIR GOKHALE,TANAY GERA,30,M,Bengaluru Urban,2019
SYN-C-00789,SYN-P-01092,accused,GIRIK SIBAL,,53,M,Bengaluru Urban,2021
SYN-C-00790,SYN-P-01223,accused,Q. NAGARAJAN,AYUSHMAN SANKAR,29,M,Tumakuru,2019
SYN-C-00791,SYN-P-00542,accused,Q. BARMAN,SAMAR SANKAR,51,M,Belagavi,2021
SYN-C-00792,SYN-P-00971,accused,T. RAMA,FALAN CHAUDHRY,45,M,Mysuru,2022
SYN-C-00792,SYN-P-01861,accused,C. MITTER,UMANG KARA,50,M,Mysuru,2022
SYN-C-00793,SYN-P-00565,accused,V. CHANDRAN,,30,M,Bengaluru Urban,2023
SYN-C-00793,SYN-P-01021,accused,Z. DUBEY,ISAAC NARASIMHAN,24,F,Bengaluru Urban,2023
SYN-C-00794,SYN-P-01006,accused,LIAM TANEJA,,47,M,Belagavi,2023
SYN-C-00795,SYN-P-00313,accused,NATHAN AHLUWALIA,MANTHAN SASTRY,18,M,Bengaluru Urban,2022
SYN-C-00796,SYN-P-01018,accused,G. PARSA,VICTOR SOMAN,44,M,Bengaluru Urban,2022
SYN-C-00796,SYN-P-00701,accused,ARIN DHAWAN,CHANAKYA BHANDARI,17,M,Bengaluru Urban,2022
SYN-C-00796,SYN-P-00099,accused,J. PRADHAN,RONITH RAMAKRISHNAN,48,M,Bengaluru Urban,2022
SYN-C-00797,SYN-P-01662,accused,ADITYA NAYAR,GUNBIR DHAWAN,24,M,Bengaluru Urban,2022
SYN-C-00797,SYN-P-01839,accused,ARIN NARULA,ADVIK RAMESH,34,M,Bengaluru Urban,2022
SYN-C-00798,SYN-P-00351,accused,ISAIAH DEWAN,RUSHIL SETTY,29,M,Bengaluru Urban,2023
SYN-C-00799,SYN-P-00881,accused,FALGUNI CHOUDHRY,FARIQ MORE,19,F,Bengaluru Urban,2023
SYN-C-00800,SYN-P-01813,accused,DOMINIC VORA,OLIVER CHADA,51,M,Tumakuru,2023
SYN-C-00800,SYN-P-00042,accused,MADHAV THAKER,NICHOLAS LAD,22,M,Tumakuru,2023
SYN-C-00801,SYN-P-00497,accused,PRATYUSH DORA,SAI CHANA,42,M,Bengaluru Urban,2019
SYN-C-00802,SYN-P-01284,accused,PATRICK NAGARAJAN,SAMUEL TAK,20,M,Kalaburagi,2021
SYN-C-00803,SYN-P-00606,accused,ELIJAH NAYAK,BENJAMIN PANDYA,39,M,Bengaluru Urban,2021
SYN-C-00803,SYN-P-00929,accused,NICHOLAS VARTY,VICTOR DAS,55,M,Bengaluru Urban,2021
SYN-C-00804,SYN-P-01838,accused,S. KARPE,LOGAN RAJAGOPAL,22,F,Bengaluru Urban,2023
SYN-C-00805,SYN-P-01532,accused,O. CHAUHAN,,48,M,Mysuru,2021
SYN-C-00805,SYN-P-00090,accused,V. SHUKLA,DANIEL IYENGAR,43,M,Mysuru,2021
SYN-C-00806,SYN-P-00651,accused,G. BOSE,THEODORE HORA,17,M,Tumakuru,2023
SYN-C-00807,SYN-P-00010,accused,FITAN OOMMEN,YASH SAMA,24,M,Bengaluru Urban,2020
SYN-C-00807,SYN-P-00246,accused,WAZIR VALA,QASIM VIG,24,M,Bengaluru Urban,2020
SYN-C-00808,SYN-P-00678,accused,MOHAMMED MERCHANT,YATIN NATT,33,M,Bengaluru Urban,2022
SYN-C-00808,SYN-P-01322,accused,DHRUV UPPAL,ISAAC RAJAN,37,M,Bengaluru Urban,2022
SYN-C-00808,SYN-P-00634,accused,NAYAR YAHVI,GIRIK DHAR,31,F,Bengaluru Urban,2022
SYN-C-00809,SYN-P-00822,accused,WILLIAM PANDYA,TARAK MISRA,43,M,Tumakuru,2019
SYN-C-00809,SYN-P-01426,accused,S. LALA,,46,M,Tumakuru,2019
SYN-C-00810,SYN-P-01117,accused,ANSH CHADA,OWEN DALAL,21,M,Tumakuru,2019
SYN-C-00811,SYN-P-01099,accused,TEERTH KADAKIA,ANDREW SINGH,38,M,Bengaluru Urban,2021
SYN-C-00811,SYN-P-00646,accused,AKSHAY THAMAN,SIMON PRASAD,20,M,Bengaluru Urban,2021
SYN-C-00811,SYN-P-01613,accused,B. BORRA,FINN RAJA,54,F,Bengaluru Urban,2021
SYN-C-00812,SYN-P-01511,accused,AARNAV MUNI,ANSH RATTAN,46,M,Tumakuru,2019
SYN-C-00812,SYN-P-01128,accused,T. KULKARNI,AKSHAY ROY,47,M,Tumakuru,2019
SYN-C-00813,SYN-P-01701,accused,CHANDER TANVEER,CHARAN SARAN,25,M,Bengaluru Urban,2021
SYN-C-00813,SYN-P-01082,accused,BAKHSHI MORAR,UDANT SACHDEV,26,M,Bengaluru Urban,2021
SYN-C-00814,SYN-P-00169,accused,OWEN MANDER,,33,M,Bengaluru Urban,2021
SYN-C-00814,SYN-P-01823,accused,T. UPPAL,,40,M,Bengaluru Urban,2021
SYN-C-00814,SYN-P-00438,accused,JAGDISH BHARDWAJ,,42,M,Bengaluru Urban,2021
SYN-C-00814,SYN-P-00149,accused,J. DEOL,VICTOR KEER,55,M,Bengaluru Urban,2021
SYN-C-00815,SYN-P-00664,accused,PETER RAJA,,43,M,Bengaluru Urban,2023
SYN-C-00815,SYN-P-00365,accused,OM PANDEY,HARRISON MALHOTRA,24,M,Bengaluru Urban,2023
SYN-C-00816,SYN-P-01325,accused,NETRA NAZARETH,,32,F,Bengaluru Urban,2022
SYN-C-00816,SYN-P-00684,accused,TIMOTHY GABA,NICHOLAS MAHAL,32,M,Bengaluru Urban,2022
SYN-C-00817,SYN-P-01713,accused,BHAWNA DESAI,ARJUN DAS,31,F,Bengaluru Urban,2021
SYN-C-00818,SYN-P-01143,accused,DHRUW NARAYAN,SHIVANSH BHAVSAR,20,M,Bengaluru Urban,2021
SYN-C-00819,SYN-P-00746,accused,PAI PRANAV,NAKUL GILL,46,M,Bengaluru Urban,2021
SYN-C-00820,SYN-P-00766,accused,OMKAAR MUKHERJI,NAKUL VIRK,47,M,Bengaluru Urban,2019
SYN-C-00820,SYN-P-00225,accused,FARIQ MANDER,,26,M,Bengaluru Urban,2019
SYN-C-00821,SYN-P-01740,accused,T. CHHABRA,ORINDER SWAMY,44,M,Belagavi,2023
SYN-C-00822,SYN-P-01560,accused,QADIM KAR,FREDERICK THAKUR,44,M,Bengaluru Urban,2023
SYN-C-00823,SYN-P-00608,accused,GIRIK SATHE,,42,M,Bengaluru Urban,2022
SYN-C-00824,SYN-P-00618,accused,V. BANERJEE,,45,M,Bengaluru Urban,2023
SYN-C-00824,SYN-P-01697,accused,MANBIR RAVAL,AARAV CONTRACTOR,45,M,Bengaluru Urban,2023
SYN-C-00825,SYN-P-01214,accused,LAVANYA BADAMI,SATHVIK BAKSHI,35,F,Kalaburagi,2020
SYN-C-00825,SYN-P-01879,accused,M. KHOSLA,,55,M,Kalaburagi,2020
SYN-C-00826,SYN-P-00788,accused,SAMESH KONDA,FREDERICK DORA,33,M,Bengaluru Urban,2020
SYN-C-00826,SYN-P-01585,accused,PAVANI DUBE,HARSH BHAT,46,F,Bengaluru Urban,2020
SYN-C-00827,SYN-P-00814,accused,ISHAAN EDWIN,PRANAV SARIN,45,M,Bengaluru Urban,2020
SYN-C-00827,SYN-P-00939,accused,DEEPA PRABHU,HENRY KANNAN,48,F,Bengaluru Urban,2020
SYN-C-00828,SYN-P-00865,accused,CHAVVI TANK,FINN OZA,19,F,Bengaluru Urban,2020
SYN-C-00829,SYN-P-01803,accused,FITAN BHALLA,AYUSH THAKKAR,43,M,Bengaluru Urban,2020
SYN-C-00829,SYN-P-01268,accused,HORA LIAM,SAMAKSH D’ALIA,33,M,Bengaluru Urban,2020
SYN-C-00830,SYN-P-00391,accused,AVI KHARE,,40,M,Bengaluru Urban,2023
SYN-C-00831,SYN-P-00519,accused,KEVIN LUTHRA,,44,M,Bengaluru Urban,2021
SYN-C-00831,SYN-P-00979,accused,WIHAAN KAPOOR,JAIRAJ SACHDEV,50,M,Bengaluru Urban,2021
SYN-C-00831,SYN-P-01487,accused,TANK FIYAZ,OSCAR CHOWDHURY,24,M,Bengaluru Urban,2021
SYN-C-00831,SYN-P-00428,accused,YAGNESH JHAVERI,AYUSHMAN MAND,51,M,Bengaluru Urban,2021
SYN-C-00832,SYN-P-00371,accused,G. YADAV,ELIJAH SARIN,16,M,Bengaluru Urban,2020
SYN-C-00832,SYN-P-01619,accused,NOAH SARIN,YASH DEO,53,M,Bengaluru Urban,2020
SYN-C-00833,SYN-P-00053,accused,LAJITA DEWAN,IMARAN CHANDRA,23,F,Bengaluru Urban,2023
SYN-C-00834,SYN-P-00839,accused,WYATT BAKSHI,FITAN GOLE,22,M,Bengaluru Urban,2019
SYN-C-00834,SYN-P-00457,accused,ABHIMANYU KALA,MASON DARA,39,M,Bengaluru Urban,2019
SYN-C-00835,SYN-P-00739,accused,Q. VISWANATHAN,BALHAAR BHANDARI,40,M,Bengaluru Urban,2019
SYN-C-00836,SYN-P-00199,accused,AASHI BHALLA,TRISTAN VASA,26,F,Bengaluru Urban,2023
SYN-C-00836,SYN-P-00110,accused,KHARE NATHANIEL,,49,M,Bengaluru Urban,2023
SYN-C-00837,SYN-P-01754,accused,AMRUTA GREWAL,,47,F,Bengaluru Urban,2023
SYN-C-00837,SYN-P-01358,accused,NIHAL KAKAR,,25,M,Bengaluru Urban,2023
SYN-C-00838,SYN-P-00238,accused,TEJAS KAPADIA,VINCENT BAINS,56,M,Bengaluru Urban,2020
SYN-C-00839,SYN-P-01428,accused,YASTI SOOD,,39,F,Bengaluru Urban,2023
SYN-C-00839,SYN-P-01051,accused,ALEXANDER GALA,JAGAT RAJ,44,M,Bengaluru Urban,2023
SYN-C-00840,SYN-P-00326,accused,J. KHANNA,ROBERT MANN,20,M,Belagavi,2021
SYN-C-00840,SYN-P-01235,accused,MICHAEL DALAL,GAUTAM SHERE,48,M,Belagavi,2021
SYN-C-00841,SYN-P-00200,accused,J. GANDHI,,22,M,Bengaluru Urban,2021
SYN-C-00841,SYN-P-01543,accused,SUR AARAV,XAVIER BOASE,32,M,Bengaluru Urban,2021
SYN-C-00842,SYN-P-00953,accused,ADVAY BABU,THOMAS CHAHAL,41,M,Bengaluru Urban,2022
SYN-C-00842,SYN-P-01044,accused,CHARLES SWAMY,,48,M,Bengaluru Urban,2022
SYN-C-00843,SYN-P-00106,accused,S. KHARE,,29,M,Bengaluru Urban,2020
SYN-C-00844,SYN-P-01805,accused,TIRTH KAMDAR,CHAKRADEV KRISHNAMURTHY,37,M,Bengaluru Urban,2021
SYN-C-00844,SYN-P-00963,accused,P. RATTAN,,36,M,Bengaluru Urban,2021
SYN-C-00845,SYN-P-00004,accused,ARIN DEOL,SHAURYA DHAWAN,47,M,Bengaluru Urban,2023
SYN-C-00845,SYN-P-00902,accused,NAGY DAYITA,AVI KANT,49,F,Bengaluru Urban,2023
SYN-C-00846,SYN-P-00333,accused,BHATTI ABDUL,AYAAN VASA,50,M,Bengaluru Urban,2022
SYN-C-00847,SYN-P-01053,accused,O. DUBE,,20,M,Bengaluru Urban,2019
SYN-C-00848,SYN-P-01342,accused,FARIS DUGAR,WYATT PATLA,41,M,Bengaluru Urban,2023
SYN-C-00849,SYN-P-01013,accused,V. GHOSH,MASON CHAWLA,32,M,Bengaluru Urban,2019
SYN-C-00850,SYN-P-01682,accused,M. AGGARWAL,YATAN PADMANABHAN,41,F,Tumakuru,2022
SYN-C-00850,SYN-P-00069,accused,Y. MORAR,ISHWAR OOMMEN,27,F,Tumakuru,2022
SYN-C-00851,SYN-P-00375,accused,ROBERT SHETTY,ANMOL PANCHAL,22,M,Bengaluru Urban,2019
SYN-C-00851,SYN-P-01157,accused,N. JHA,,35,M,Bengaluru Urban,2019
SYN-C-00852,SYN-P-01792,accused,MANDA NITESH,,52,M,Bengaluru Urban,2020
SYN-C-00853,SYN-P-00012,accused,B. CHANDER,WARJAS BHATTACHARYYA,46,M,Bengaluru Urban,2019
SYN-C-00853,SYN-P-00821,accused,PATRICK RAMANATHAN,VIRAJ AHUJA,26,M,Bengaluru Urban,2019
SYN-C-00854,SYN-P-01231,accused,YUVRAJ GREWAL,MAANAS CHANDRAN,49,M,Tumakuru,2023
SYN-C-00855,SYN-P-00080,accused,YUG DOCTOR,ELIJAH BASSI,28,M,Bengaluru Urban,2020
SYN-C-00855,SYN-P-01872,accused,L. BHAKTA,BRIJESH KONDA,23,M,Bengaluru Urban,2020
SYN-C-00856,SYN-P-00855,accused,KAI TOOR,TRISTAN SRIDHAR,52,M,Bengaluru Urban,2023
SYN-C-00856,SYN-P-00570,accused,FARAS MANNE,,38,M,Bengaluru Urban,2023
SYN-C-00857,SYN-P-01145,accused,PRABHU KALPIT,,49,M,Tumakuru,2023
SYN-C-00857,SYN-P-00980,accused,ISAAC ANAND,NITESH CHOKSHI,52,M,Tumakuru,2023
SYN-C-00858,SYN-P-01682,accused,MEGHA AGGARWAL,YATAN PADMANABHAN,43,F,Tumakuru,2020
SYN-C-00859,SYN-P-01875,accused,REHAAN LAL,TRISTAN AHLUWALIA,42,M,Belagavi,2022
SYN-C-00859,SYN-P-00882,accused,YUVRAJ SACHAR,,43,M,Belagavi,2022
SYN-C-00859,SYN-P-01300,accused,NATHAN SHETH,ISHWAR RAMA,44,M,Belagavi,2022
SYN-C-00860,SYN-P-01039,accused,RANA SARTHAK,ZAYYAN ANDRA,51,M,Bengaluru Urban,2022
SYN-C-00860,SYN-P-01559,accused,BALENDRA BATH,FARHAN RANA,39,M,Bengaluru Urban,2022
SYN-C-00861,SYN-P-00577,accused,NETRA BEDI,OJAS PALLA,21,F,Bengaluru Urban,2023
SYN-C-00861,SYN-P-00796,accused,WAHAB NAGAR,NACHIKET PANDEY,44,M,Bengaluru Urban,2023
SYN-C-00862,SYN-P-01100,accused,N. SODHI,KAI MASTER,34,M,Bengaluru Urban,2023
SYN-C-00862,SYN-P-01414,accused,TRIPTI GOYAL,FAQID BHATNAGAR,21,F,Bengaluru Urban,2023
SYN-C-00863,SYN-P-01464,accused,MEKHALA PANDYA,YATAN MENON,45,F,Bengaluru Urban,2021
SYN-C-00863,SYN-P-00392,accused,H. MURTY,VEDANT MITTER,18,F,Bengaluru Urban,2021
SYN-C-00864,SYN-P-00974,accused,T. KALLA,ISHAAN GERA,49,M,Bengaluru Urban,2020
SYN-C-00864,SYN-P-01115,accused,PARTH TARA,AYUSH HANDA,45,M,Bengaluru Urban,2020
SYN-C-00865,SYN-P-00542,accused,QADIM BARMAN,SAMAR SANKAR,51,M,Belagavi,2019
SYN-C-00866,SYN-P-00202,accused,ABEER HEGDE,SAMUEL IYENGAR,35,M,Belagavi,2021
SYN-C-00866,SYN-P-01450,accused,VEDANT DEEP,LOHIT MANDAL,47,M,Belagavi,2021
SYN-C-00867,SYN-P-00772,accused,UMANG NADKARNI,,40,M,Bengaluru Urban,2022
SYN-C-00867,SYN-P-01204,accused,LUKE BHALLA,SHAURYA MITAL,45,M,Bengaluru Urban,2022
SYN-C-00868,SYN-P-00275,accused,AHUJA CHATURA,GIRISH SOMAN,39,M,Bengaluru Urban,2019
SYN-C-00868,SYN-P-00093,accused,BALJIWAN CHANA,KARAN PARSA,32,M,Bengaluru Urban,2019
SYN-C-00869,SYN-P-01490,accused,MAX RATTAN,,34,M,Bengaluru Urban,2019
SYN-C-00869,SYN-P-00306,accused,VANSHA DIP,ANIRUDH NIGAM,36,F,Bengaluru Urban,2019
SYN-C-00870,SYN-P-01401,accused,RACHIT ROY,,45,M,Bengaluru Urban,2021
SYN-C-00870,SYN-P-01887,accused,ISAIAH KARAN,ONVEER BORAH,25,M,Bengaluru Urban,2021
SYN-C-00870,SYN-P-00370,accused,N. AHUJA,,41,M,Bengaluru Urban,2021
SYN-C-00871,SYN-P-01770,accused,LUKE PARSA,YATAN KUMER,39,M,Belagavi,2023
