person_id,name,father_name,gender,age,home_district,is_repeat_offender,n_cases
SYN-P-00884,Jai Chanda,Rishi Sanghvi,M,45,Mysuru,False,1
SYN-P-00885,Wazir Barman,Aryan Sethi,M,26,Kalaburagi,False,1
SYN-P-00886,Anirudh Golla,Bakhshi Lad,M,36,Bengaluru Urban,False,1
SYN-P-00887,Oni Chakrabarti,Balveer Sampath,F,50,Bengaluru Urban,False,1
SYN-P-00888,Balhaar Vala,Jason Dubey,M,26,Kalaburagi,False,1
SYN-P-00889,Michael Sankaran,Chatresh Varghese,M,54,Tumakuru,False,1
SYN-P-00890,Fitan Bath,Darsh Dugar,M,40,Bengaluru Urban,False,1
SYN-P-00891,Lucky Tripathi,Oliver Batta,M,38,Kalaburagi,False,1
SYN-P-00892,Girish Uppal,Frado Karnik,M,42,Belagavi,False,1
SYN-P-00893,Tarak Lad,Chakradev Khatri,M,51,Tumakuru,False,1
SYN-P-00894,Aadhya Kapoor,Chandresh Issac,F,23,Kalaburagi,False,1
SYN-P-00895,Caleb Yadav,Qabil Nayak,M,47,Bengaluru Urban,False,1
SYN-P-00896,Kiaan Narayanan,Anirudh Rattan,M,18,Tumakuru,False,2
SYN-P-00897,Upasna Biswas,Brijesh Bobal,F,23,Mysuru,False,1
SYN-P-00898,Gopal Lall,Rayaan Thakkar,M,50,Belagavi,False,2
SYN-P-00899,Jonathan Hari,Yug Sem,M,32,Belagavi,False,1
SYN-P-00900,Azad Solanki,Ekavir Bhavsar,M,34,Kalaburagi,False,1
SYN-P-00901,Tejas Datta,George Bath,M,25,Mysuru,False,1
SYN-P-00902,Dayita Nagy,Avi Kant,F,48,Mysuru,False,1
SYN-P-00903,Owen Garde,Samar Malhotra,M,26,Bengaluru Urban,False,1
SYN-P-00904,Theodore Sarma,Aarav Deo,M,27,Tumakuru,False,1
SYN-P-00905,Tanveer Keer,Kalpit Dada,M,25,Mysuru,False,1
SYN-P-00906,Ranveer Chanda,Aarav Dua,M,30,Bengaluru Urban,False,1
SYN-P-00907,Raagini Chad,Nathan Sathe,F,48,Bengaluru Urban,False,1
SYN-P-00908,Nachiket Venkataraman,Wyatt Nazareth,M,52,Mysuru,False,1
SYN-P-00909,Ridhi Pant,Liam Thakkar,F,37,Bengaluru Urban,False,1
SYN-P-00910,Zayan Bains,Tanveer Goyal,M,30,Mysuru,False,1
SYN-P-00911,Manan Majumdar,Udant Prasad,M,31,Mysuru,False,1
SYN-P-00912,Jeet Vaidya,Maanav Memon,M,25,Tumakuru,False,2
SYN-P-00913,Amol Kunda,Naveen Kala,M,39,Bengaluru Urban,True,4
SYN-P-00914,Praneel Mohan,Pranit Chadha,M,35,Tumakuru,False,1
SYN-P-00915,Hemang Kaur,Joshua Peri,M,44,Kalaburagi,False,1
SYN-P-00916,Laban Bhat,Pranit Rout,M,31,Belagavi,False,1
SYN-P-00917,Urmi Vohra,Ishwar Oak,F,33,Belagavi,False,1
SYN-P-00918,Warinder Chopra,Yagnesh Chaudry,M,35,Mysuru,False,1
SYN-P-00919,Guneet Madan,Anthony Deep,M,27,Belagavi,False,1
SYN-P-00920,Shivansh Sarna,Shivansh Dugal,M,51,Belagavi,False,1
SYN-P-00921,Faraj Goswami,Patrick Mand,M,29,Bengaluru Urban,False,2
SYN-P-00922,Jason Narula,Gabriel Bhagat,M,26,Tumakuru,False,1
SYN-P-00923,Simon Handa,Rachit Upadhyay,M,23,Kalaburagi,False,1
SYN-P-00924,Dayita Magar,Rushil Kumer,F,43,Belagavi,False,1
SYN-P-00925,Shivani Ramakrishnan,Ranveer Apte,F,30,Belagavi,False,1
SYN-P-00926,Dakshesh Nagi,Dev Banerjee,M,42,Bengaluru Urban,False,1
SYN-P-00927,Harshil Bahri,Manan Chaudhari,M,23,Belagavi,False,1
SYN-P-00928,Jai Kaul,Naveen Dara,M,29,Kalaburagi,False,1
SYN-P-00929,Nicholas Varty,Victor Das,M,54,Mysuru,False,1
SYN-P-00930,Hitesh Sastry,Sathvik Patil,M,39,Bengaluru Urban,False,2
SYN-P-00931,Ishaan D’Alia,Ryan Khosla,M,36,Belagavi,False,1
SYN-P-00932,Jairaj Nath,Ranbir Barad,M,39,Kalaburagi,False,1
SYN-P-00933,Lipika Singh,Vivaan Arya,F,36,Kalaburagi,True,5
SYN-P-00934,Ranveer Shere,Gagan Singh,M,27,Kalaburagi,False,1
SYN-P-00935,Fariq Cheema,Thomas Chand,M,26,Mysuru,False,1
SYN-P-00936,Vihaan Kala,Bahadurjit Chander,M,30,Mysuru,False,1
SYN-P-00937,George Pillay,Tarak Roy,M,52,Belagavi,False,2
SYN-P-00938,Maanav Pall,Frado Chaudhry,M,33,Kalaburagi,False,1
SYN-P-00939,Deepa Prabhu,Henry Kannan,F,50,Bengaluru Urban,False,1
SYN-P-00940,Praneel Nayak,Lucky Chad,M,49,Kalaburagi,False,1
SYN-P-00941,Dakshesh Pau,Ekapad Narasimhan,M,27,Kalaburagi,False,1
SYN-P-00942,Omkaar Edwin,Advay Patel,M,52,Bengaluru Urban,False,1
SYN-P-00943,Sai Aggarwal,Hardik Wali,M,51,Kalaburagi,True,4
SYN-P-00944,Pranit Ravi,Jackson Gera,M,52,Mysuru,False,1
SYN-P-00945,Fitan Prasad,Akshay Puri,M,34,Kalaburagi,False,1
SYN-P-00946,Naveen Ratti,Yuvraj Sodhi,M,19,Kalaburagi,False,1
SYN-P-00947,Gabriel Bir,Girik Kuruvilla,M,29,Mysuru,False,1
SYN-P-00948,Frederick Upadhyay,Maanav Warrior,M,30,Belagavi,False,1
SYN-P-00949,Wyatt Choudhry,Laksh More,M,25,Kalaburagi,False,1
SYN-P-00950,Harish Kapadia,Nathaniel Date,M,32,Kalaburagi,False,1
SYN-P-00951,Xiti Sen,Ayushman Chhabra,F,24,Bengaluru Urban,True,5
SYN-P-00952,Amol Vala,Kiaan Boase,M,46,Bengaluru Urban,False,1
SYN-P-00953,Advay Babu,Thomas Chahal,M,40,Bengaluru Urban,False,1
SYN-P-00954,Jagdish Gopal,Naksh Nigam,M,48,Bengaluru Urban,False,1
SYN-P-00955,Dominic Nayar,Bachittar Bora,M,25,Bengaluru Urban,False,1
SYN-P-00956,Darpan Bedi,Madhav Mallick,M,31,Bengaluru Urban,False,1
SYN-P-00957,Caleb Jayaraman,Logan Ahluwalia,M,24,Bengaluru Urban,False,3
SYN-P-00958,Luke Kari,Chakradev Sule,M,24,Bengaluru Urban,False,2
SYN-P-00959,Rayaan Shetty,Vedant Hegde,M,21,Mysuru,False,2
SYN-P-00960,Logan Madan,Ekalinga Mody,M,40,Bengaluru Urban,False,1
SYN-P-00961,Arin Kapur,Ikbal Sarraf,M,31,Bengaluru Urban,False,1
SYN-P-00962,Vedhika Uppal,Zashil Sundaram,F,24,Kalaburagi,False,1
SYN-P-00963,Pranav Rattan,Fariq Palan,M,38,Tumakuru,False,1
SYN-P-00964,Samaksh Dugar,Simon Gour,M,19,Mysuru,False,1
SYN-P-00965,Zehaan Kadakia,Jeet Pandit,M,33,Tumakuru,False,1
SYN-P-00966,Kevin Majumdar,Darsh Subramaniam,M,43,Kalaburagi,True,3
SYN-P-00967,Raghav Kalla,Tejas Agarwal,M,34,Belagavi,False,1
SYN-P-00968,Joshua Devi,Frederick Master,M,23,Tumakuru,False,1
SYN-P-00969,Teerth Sibal,Tejas Gulati,M,48,Mysuru,False,1
SYN-P-00970,Faras Sabharwal,Falan Nadkarni,M,40,Kalaburagi,True,4
SYN-P-00971,Teerth Rama,Falan Chaudhry,M,44,Mysuru,True,5
SYN-P-00972,Ikshita Edwin,Gopal Sarraf,F,43,Kalaburagi,False,2
SYN-P-00973,Chandran Badal,Tristan Barad,M,40,Kalaburagi,False,1
SYN-P-00974,Teerth Kalla,Ishaan Gera,M,47,Tumakuru,False,1
SYN-P-00975,Quincy Chawla,Bachittar Dugar,M,33,Kalaburagi,False,1
SYN-P-00976,Faraj Krishnan,Ayushman Bedi,M,20,Belagavi,False,1
SYN-P-00977,Jeet Jha,Joshua Krishnan,M,35,Bengaluru Urban,False,2
SYN-P-00978,Karan Suri,Jeremiah Acharya,M,34,Belagavi,False,2
SYN-P-00979,Vihaan Kapoor,Jairaj Sachdev,M,49,Kalaburagi,False,1
SYN-P-00980,Isaac Anand,Nitesh Chokshi,M,51,Mysuru,False,1
SYN-P-00981,Yatan Bajaj,Henry Panchal,M,22,Belagavi,False,1
SYN-P-00982,Naksh Rama,Rohan Kapur,M,42,Belagavi,False,1
SYN-P-00983,Turvi Bora,Tejas Wali,F,18,Belagavi,False,1
SYN-P-00984,Mahika Gokhale,Samar Kakar,F,22,Tumakuru,False,1
SYN-P-00985,Hritik Shenoy,Daniel Buch,M,44,Kalaburagi,True,4
SYN-P-00986,Tanveer Andra,Kai Sura,M,31,Tumakuru,False,1
SYN-P-00987,Gopal Singhal,Mason Saraf,M,41,Tumakuru,False,1
SYN-P-00988,Ekbal Ramaswamy,Manbir Bains,M,45,Bengaluru Urban,False,1
SYN-P-00989,Timothy Nair,Om Bir,M,39,Tumakuru,False,2
SYN-P-00990,Arjun Brar,Anthony Merchant,M,35,Kalaburagi,False,1
SYN-P-00991,Finn D’Alia,Bahadurjit Mistry,M,38,Bengaluru Urban,False,2
SYN-P-00992,Qarin Gola,Zashil Sachdeva,M,20,Tumakuru,False,1
SYN-P-00993,Daniel Virk,Mason Sur,M,40,Bengaluru Urban,True,3
SYN-P-00994,Rehaan Chhabra,Ishaan Rai,M,40,Tumakuru,False,1
SYN-P-00995,Oeshi Srinivasan,Ronith Venkataraman,F,23,Tumakuru,False,1
SYN-P-00996,Christopher Basak,Karan Jain,M,49,Mysuru,False,1
SYN-P-00997,Urvi Ramakrishnan,Pratyush Dua,F,30,Belagavi,False,1
SYN-P-00998,Simon Dixit,Jagat Das,M,24,Mysuru,False,1
SYN-P-00999,Sathvik Bumb,Tristan Mitter,M,25,Kalaburagi,False,1
SYN-P-01000,Azad Chaudry,Samaksh Mitra,M,39,Bengaluru Urban,False,1
SYN-P-01001,Raghav Patla,Warjas Chakrabarti,M,20,Kalaburagi,False,1
SYN-P-01002,Agastya Dora,Banjeet Chana,M,19,Mysuru,False,1
SYN-P-01003,Balendra Devan,Sathvik Sastry,M,51,Kalaburagi,False,1
SYN-P-01004,Jai Munshi,Chanakya Rege,M,39,Bengaluru Urban,False,1
SYN-P-01005,Ayush Choudhury,Tanish Bhatt,M,24,Kalaburagi,False,2
SYN-P-01006,Liam Taneja,Girik Sarkar,M,47,Belagavi,True,7
SYN-P-01007,Megha Shan,Mason Maharaj,F,29,Tumakuru,False,1
SYN-P-01008,Champak Varty,Onkar Karnik,M,31,Mysuru,False,1
SYN-P-01009,Dakshesh Nadig,Mitesh Prakash,M,28,Tumakuru,False,1
SYN-P-01010,Samuel Varghese,Jai Saraf,M,32,Kalaburagi,False,1
SYN-P-01011,Kabir Jani,Devansh Aurora,M,32,Kalaburagi,False,1
SYN-P-01012,Kabir Gill,Kai Hari,M,29,Kalaburagi,False,1
SYN-P-01013,Vihaan Ghosh,Mason Chawla,M,30,Kalaburagi,False,1
SYN-P-01014,Wazir Wadhwa,Anthony Halder,M,29,Mysuru,False,1
SYN-P-01015,Rohan Sandal,Rachit Mangal,M,45,Bengaluru Urban,False,1
SYN-P-01016,Ryan Varma,Girindra Ramakrishnan,M,24,Mysuru,True,4
SYN-P-01017,Om Shroff,Banjeet Khosla,M,33,Kalaburagi,False,1
SYN-P-01018,Gabriel Parsa,Victor Soman,M,44,Kalaburagi,False,1
SYN-P-01019,Nachiket Pillay,Gaurang Garde,M,18,Mysuru,False,1
SYN-P-01020,Faras Wagle,William Nayar,M,23,Mysuru,False,1
SYN-P-01021,Zaitra Dubey,Isaac Narasimhan,F,24,Tumakuru,False,1
SYN-P-01022,Nidhi Butala,Harshil Rana,F,37,Tumakuru,False,1
SYN-P-01023,Teerth Kannan,Viraj Arora,M,41,Tumakuru,False,1
SYN-P-01024,Raghav Acharya,Ishaan Rau,M,34,Tumakuru,False,1
SYN-P-01025,Jai Bajwa,Vihaan Saini,M,34,Mysuru,False,1
SYN-P-01026,Krishna Sen,Hredhaan Bhardwaj,F,41,Kalaburagi,False,1
SYN-P-01027,Amol Dash,Xavier Dhingra,M,38,Bengaluru Urban,False,1
SYN-P-01028,Faras Zacharia,Kiaan Pal,M,47,Kalaburagi,False,1
SYN-P-01029,Faris Halder,Oliver Saraf,M,40,Tumakuru,False,1
SYN-P-01030,Maanav Nanda,Zashil Prabhu,M,28,Mysuru,False,1
SYN-P-01031,Anjali Nath,Kalpit Mahal,F,47,Belagavi,False,1
SYN-P-01032,Udant Sengupta,Vivaan Nadkarni,M,32,Kalaburagi,True,5
SYN-P-01033,Gagan Comar,Devansh Kadakia,M,39,Bengaluru Urban,False,1
SYN-P-01034,Henry Tailor,Girindra Nath,M,48,Kalaburagi,False,1
SYN-P-01035,Wridesh Batra,Ayush Ghosh,M,49,Kalaburagi,False,1
SYN-P-01036,Baljiwan Bhavsar,Alexander Badami,M,38,Mysuru,False,1
SYN-P-01037,Samesh Thaman,Samuel Kata,M,27,Belagavi,False,1
SYN-P-01038,Aryan Roy,Omkaar Mody,M,43,Mysuru,False,1
SYN-P-01039,Sarthak Rana,Zayyan Andra,M,50,Belagavi,False,1
SYN-P-01040,Anirudh Sankar,Indrajit Nayak,M,50,Kalaburagi,False,1
SYN-P-01041,Agastya Chandra,Siddharth Suri,M,43,Belagavi,False,1
SYN-P-01042,Rachit Chaudhary,Nakul Arora,M,45,Mysuru,False,1
SYN-P-01043,Kalpit Rout,Zaid Vyas,M,45,Bengaluru Urban,False,1
SYN-P-01044,Charles Swamy,Samaksh Chaudry,M,49,Bengaluru Urban,False,1
SYN-P-01045,Upma Thaman,Dalbir Singh,F,31,Belagavi,True,7
SYN-P-01046,Arin Sama,Aarav Som,M,20,Tumakuru,False,1
SYN-P-01047,Parth Sidhu,Charan Minhas,M,47,Mysuru,False,1
SYN-P-01048,Noah Mohanty,Ryan Balakrishnan,M,50,Mysuru,False,1
SYN-P-01049,Victor Dhingra,Max Walla,M,28,Tumakuru,True,7
SYN-P-01050,Maanav Atwal,Naveen Bhasin,M,31,Kalaburagi,False,1
SYN-P-01051,Alexander Gala,Jagat Raj,M,44,Bengaluru Urban,False,1
SYN-P-01052,Nicholas Dhar,Jatin Sarna,M,33,Belagavi,False,1
SYN-P-01053,Oscar Dube,Gagan Mani,M,22,Kalaburagi,False,1
SYN-P-01054,Aditya Wable,Yatin Ben,M,22,Kalaburagi,True,4
SYN-P-01055,Finn Acharya,Azad Narain,M,21,Kalaburagi,False,1
SYN-P-01056,Balendra Dugal,Ekalinga Mitter,M,43,Tumakuru,False,1
SYN-P-01057,Darsh Sharaf,Yagnesh Dara,M,43,Mysuru,False,1
SYN-P-01058,Faraj Mohanty,Aadi Bhagat,M,40,Tumakuru,False,1
SYN-P-01059,Chasmum Gopal,Nihal Dayal,F,41,Bengaluru Urban,False,1
SYN-P-01060,Nirja Ramaswamy,Udarsh Majumdar,F,47,Tumakuru,False,2
SYN-P-01061,Gavin Deshmukh,Faqid Kibe,M,53,Bengaluru Urban,False,1
SYN-P-01062,Darsh Jaggi,Aarush Mohan,M,47,Bengaluru Urban,False,1
SYN-P-01063,Chandran Manda,Fariq Savant,M,33,Tumakuru,False,2
SYN-P-01064,Chakradhar Palla,Gautam Edwin,M,34,Tumakuru,False,1
SYN-P-01065,Balhaar Ahuja,Sai Chacko,M,53,Mysuru,False,1
SYN-P-01066,Jatin Setty,Samarth Sengupta,M,42,Mysuru,False,1
SYN-P-01067,Alexander Ranganathan,Harish Khurana,M,43,Kalaburagi,False,1
SYN-P-01068,Oscar Setty,Devansh Rajan,M,31,Kalaburagi,False,1
SYN-P-01069,Mugdha Sahota,Madhav Dalal,F,45,Bengaluru Urban,False,2
SYN-P-01070,Tejas Nanda,Lohit Guha,M,29,Mysuru,False,1
SYN-P-01071,Nidra Raghavan,Daniel Sengupta,F,25,Bengaluru Urban,False,1
SYN-P-01072,Tristan Sane,Yug Kuruvilla,M,35,Tumakuru,True,3
SYN-P-01073,Charan Kata,Tarak Halder,M,33,Bengaluru Urban,False,1
SYN-P-01074,Warda Raja,Raghav Dasgupta,F,43,Mysuru,False,1
SYN-P-01075,Rohan Dugal,Samesh Varma,M,29,Bengaluru Urban,False,1
SYN-P-01076,Maanas Nair,Vivaan Mani,M,31,Belagavi,False,1
SYN-P-01077,Ekiya Ghose,Zashil Babu,F,32,Belagavi,False,2
SYN-P-01078,Advik Maharaj,Rachit Kala,M,41,Mysuru,False,1
SYN-P-01079,Advaith Sidhu,Guneet Chanda,M,49,Mysuru,True,3
SYN-P-01080,Indrajit Mukherjee,Harrison Sachdeva,M,36,Bengaluru Urban,False,2
SYN-P-01081,Utkarsh Sant,Robert Chokshi,M,25,Tumakuru,False,1
SYN-P-01082,Bakhshi Morar,Udant Sachdev,M,24,Tumakuru,False,1
SYN-P-01083,Ubika Garg,Zehaan Sandhu,F,36,Belagavi,False,1
SYN-P-01084,Ladli Rajan,Yatin Sehgal,F,37,Tumakuru,False,1
SYN-P-01085,Zaid Vaidya,Avi Dutt,M,51,Bengaluru Urban,False,1
SYN-P-01086,Oscar Misra,Hritik Khalsa,M,27,Kalaburagi,False,1
SYN-P-01087,Manthan Sathe,Balvan Basak,M,51,Tumakuru,False,1
SYN-P-01088,Gabriel Johal,Ranveer Dua,M,31,Bengaluru Urban,False,1
SYN-P-01089,Pratyush Bhavsar,Nicholas Sangha,M,31,Bengaluru Urban,False,1
SYN-P-01090,David Bassi,Yagnesh Nair,M,37,Bengaluru Urban,False,1
SYN-P-01091,Saksham Mallick,Udant Kaul,M,46,Mysuru,False,1
SYN-P-01092,Girik Sibal,Fariq Setty,M,51,Tumakuru,False,1
SYN-P-01093,Ekalinga Ramaswamy,Girish Mitter,M,41,Bengaluru Urban,False,1
SYN-P-01094,Mahika Walia,Chandresh Natt,F,25,Kalaburagi,False,1
SYN-P-01095,Jack Nagar,Aayush Saxena,M,52,Tumakuru,False,1
SYN-P-01096,Quincy Mitra,Jack Kannan,M,19,Kalaburagi,False,1
SYN-P-01097,Hemang Palla,Pranav Radhakrishnan,M,37,Mysuru,False,1
SYN-P-01098,Abdul Balan,Nakul Tank,M,25,Kalaburagi,False,1
SYN-P-01099,Teerth Kadakia,Andrew Singh,M,39,Bengaluru Urban,False,1
SYN-P-01100,Nihal Sodhi,Kai Master,M,36,Bengaluru Urban,False,1
SYN-P-01101,Timothy Jha,Yatan Gour,M,27,Belagavi,False,1
SYN-P-01102,Nimrat Rao,Advay Char,F,43,Belagavi,False,1
SYN-P-01103,Owen Hans,Gabriel Sachdev,M,45,Mysuru,False,1
SYN-P-01104,Dalbir Prakash,Chanakya Mitter,M,48,Belagavi,False,1
SYN-P-01105,Samuel Madan,Lucky Oza,M,29,Bengaluru Urban,False,1
SYN-P-01106,Abeer Kapadia,Ishwar Nagi,M,27,Mysuru,False,1
SYN-P-01107,Tanveer Lall,Advik More,M,43,Mysuru,False,1
SYN-P-01108,Abeer Varghese,Ekapad Kala,M,30,Belagavi,False,1
SYN-P-01109,Dalbir Pillai,Darpan Trivedi,M,47,Tumakuru,False,1
SYN-P-01110,Tanay Krishna,Udant Tara,M,23,Tumakuru,False,1
SYN-P-01111,Qadim Vora,Onveer Salvi,M,19,Bengaluru Urban,False,1
SYN-P-01112,Gautam Soman,Nitesh Desai,M,25,Mysuru,False,1
SYN-P-01113,Kai Chaudhari,Jatin Koshy,M,31,Tumakuru,False,2
SYN-P-01114,Indira Viswanathan,Dhruv Wason,F,39,Bengaluru Urban,False,1
SYN-P-01115,Parth Tara,Ayush Handa,M,43,Mysuru,False,1
SYN-P-01116,Simon Vasa,Girindra Bath,M,47,Bengaluru Urban,False,1
SYN-P-01117,Ansh Chada,Owen Dalal,M,21,Tumakuru,True,7
SYN-P-01118,Falan Varghese,Chanakya Varughese,M,35,Bengaluru Urban,False,1
SYN-P-01119,Raghav Date,Ikbal Natt,M,38,Kalaburagi,False,1
SYN-P-01120,Balveer Srinivas,Rushil Johal,M,32,Mysuru,False,1
SYN-P-01121,Advaith Swamy,Harish Issac,M,28,Tumakuru,False,1
SYN-P-01122,Victor Kapur,Om Doctor,M,32,Mysuru,False,1
SYN-P-01123,Girish Nadkarni,Balveer Roy,M,24,Kalaburagi,False,1
SYN-P-01124,Anthony Mishra,Vihaan Sinha,M,48,Belagavi,False,2
SYN-P-01125,Onveer Mitra,Girindra Suri,M,21,Bengaluru Urban,False,1
SYN-P-01126,Balveer Jayaraman,Simon Guha,M,23,Kalaburagi,False,1
SYN-P-01127,Benjamin Wadhwa,Dev Babu,M,26,Belagavi,False,1
SYN-P-01128,Theodore Kulkarni,Akshay Roy,M,45,Belagavi,False,1
SYN-P-01129,Ansh Madan,Vihaan Johal,M,41,Mysuru,False,1
SYN-P-01130,Keya Din,Krishna Deep,F,36,Mysuru,False,1
SYN-P-01131,Samuel Pathak,Teerth Saini,M,54,Tumakuru,True,5
SYN-P-01132,Zehaan Chawla,Ansh Ravel,M,34,Belagavi,False,1
SYN-P-01133,Xiti Swamy,Elijah Vala,F,21,Mysuru,True,4
SYN-P-01134,Dominic Thakur,Liam Lata,M,32,Tumakuru,False,1
SYN-P-01135,Jagdish D’Alia,Qabil Chaudhari,M,47,Bengaluru Urban,False,1
SYN-P-01136,Hritik Devan,Chakradhar Narasimhan,M,28,Bengaluru Urban,False,1
SYN-P-01137,Naksh Kari,Arjun Sahota,M,22,Belagavi,False,1
SYN-P-01138,Anay Chanda,Wyatt Kakar,M,30,Belagavi,False,2
SYN-P-01139,Matthew Jhaveri,Vincent Singhal,M,22,Belagavi,False,1
SYN-P-01140,Anvi Padmanabhan,Oliver Dani,F,22,Tumakuru,False,1
SYN-P-01141,Thomas Chhabra,Oliver Venkatesh,M,39,Bengaluru Urban,False,1
SYN-P-01142,Arjun Luthra,Yatin Sama,M,33,Belagavi,False,1
SYN-P-01143,Dhruv Narayan,Shivansh Bhavsar,M,20,Belagavi,False,1
SYN-P-01144,Jagdish Venkataraman,Rohan Din,M,19,Tumakuru,False,1
SYN-P-01145,Kalpit Prabhu,Chakradev Sastry,M,48,Tumakuru,True,4
SYN-P-01146,Ojasvi Comar,Yug Sen,F,20,Kalaburagi,False,1
SYN-P-01147,Darpan Peri,Jagdish Aurora,M,29,Belagavi,False,1
SYN-P-01148,Atharv Mangal,Neel Bhardwaj,M,20,Mysuru,False,2
SYN-P-01149,Kavya Sen,Wahab Sawhney,F,43,Belagavi,False,2
SYN-P-01150,Dalbir Kaur,Qadim Contractor,M,28,Kalaburagi,False,1
SYN-P-01151,Victor Dhillon,Simon Kale,M,47,Kalaburagi,False,1
SYN-P-01152,Tristan Solanki,Chandresh Anand,M,19,Belagavi,True,3
SYN-P-01153,Samarth Krish,Ishwar Sarraf,M,48,Kalaburagi,False,1
SYN-P-01154,Ikbal Nair,Thomas Gopal,M,34,Bengaluru Urban,False,1
SYN-P-01155,Bhavini Narang,Christopher Krishna,F,46,Tumakuru,True,4
SYN-P-01156,Gagan Tella,Anay Sem,M,21,Belagavi,False,1
SYN-P-01157,Naveen Jha,Michael Wason,M,33,Mysuru,False,1
SYN-P-01158,Kiaan Kumar,Udant Dugal,M,30,Kalaburagi,False,1
SYN-P-01159,Karan Sarna,Fitan Handa,M,40,Kalaburagi,False,1
SYN-P-01160,Dominic Kala,Gabriel Rana,M,51,Bengaluru Urban,True,3
SYN-P-01161,Saksham Soman,Faras Patla,M,27,Bengaluru Urban,False,1
SYN-P-01162,Simon Krishna,Ojas Jhaveri,M,40,Kalaburagi,False,1
SYN-P-01163,Laban Deshmukh,Pranit Sharma,M,21,Kalaburagi,False,1
SYN-P-01164,Ekantika Goel,Kevin Agate,F,40,Bengaluru Urban,False,1
SYN-P-01165,Girik Biswas,Chakradev Kakar,M,23,Belagavi,False,1
SYN-P-01166,Neelima Tata,Jeet Manne,F,47,Belagavi,True,3
SYN-P-01167,Oscar Bhagat,Anthony Bajaj,M,39,Tumakuru,False,1
SYN-P-01168,Kai Wable,Tanveer Hans,M,46,Mysuru,False,1
SYN-P-01169,Yash Om,Arin Mody,M,35,Bengaluru Urban,False,1
SYN-P-01170,Daniel Rao,Manthan Chaudhuri,M,36,Tumakuru,False,2
SYN-P-01171,Neel Manda,Laban Chadha,M,40,Bengaluru Urban,False,1
SYN-P-01172,Anthony Chad,Parth Grover,M,44,Kalaburagi,False,1
SYN-P-01173,Omkaar Luthra,Fitan Varty,M,34,Bengaluru Urban,False,1
SYN-P-01174,Gaurav Choudhry,Alexander Khurana,M,41,Kalaburagi,False,1
SYN-P-01175,Wazir Deshpande,Vivaan Gandhi,M,37,Bengaluru Urban,False,1
SYN-P-01176,Ria Chadha,Nathan Dhar,F,19,Tumakuru,False,1
SYN-P-01177,Ayushman Gour,Max Menon,M,37,Mysuru,False,1
SYN-P-01178,Zehaan Dugar,Faras Merchant,M,34,Bengaluru Urban,False,2
SYN-P-01179,Gagan Desai,Fitan Sehgal,M,53,Tumakuru,False,1
SYN-P-01180,Gautam Date,Reyansh Deshmukh,M,44,Belagavi,False,2
SYN-P-01181,Jagdish Raval,Caleb Wadhwa,M,31,Bengaluru Urban,False,1
SYN-P-01182,Vedant Chandra,Joshua Chatterjee,M,34,Bengaluru Urban,False,2
SYN-P-01183,Nitesh Nagy,Aditya Yohannan,M,46,Belagavi,False,2
SYN-P-01184,Chandresh Gole,Kalpit Nadig,M,34,Tumakuru,False,1
SYN-P-01185,Elijah Mahal,Quincy Palan,M,30,Mysuru,False,1
SYN-P-01186,Faraj Shan,Anthony Nori,M,54,Bengaluru Urban,False,1
SYN-P-01187,Naveen Varghese,Nakul Bhakta,M,27,Belagavi,False,1
SYN-P-01188,Saksham Parekh,Umang Mahal,M,54,Tumakuru,False,1
SYN-P-01189,Balendra Mody,Gunbir Sani,M,38,Mysuru,False,1
SYN-P-01190,Anmol Wadhwa,Gautam Roy,M,36,Tumakuru,False,2
SYN-P-01191,Ekalinga Krish,Ekaraj Sathe,M,19,Tumakuru,False,1
SYN-P-01192,Kashish Behl,Abdul Khalsa,F,24,Belagavi,False,1
SYN-P-01193,Ranbir Wali,Farhan Wable,M,38,Mysuru,False,1
SYN-P-01194,Wakeeta Mall,Jack Mutti,F,52,Belagavi,False,1
SYN-P-01195,Yagnesh Banerjee,Tejas Date,M,18,Bengaluru Urban,False,1
SYN-P-01196,Dhruv Wadhwa,Aarush Suri,M,49,Bengaluru Urban,False,1
SYN-P-01197,Aayush Nazareth,Rushil Pradhan,M,52,Tumakuru,False,1
SYN-P-01198,Yatin Bath,Wahab Bose,M,50,Kalaburagi,False,1
SYN-P-01199,Ryan Nagy,Kalpit Sem,M,22,Tumakuru,False,1
SYN-P-01200,Vamakshi Yohannan,Mitesh Wali,F,38,Bengaluru Urban,False,1
SYN-P-01201,Yagnesh Kalla,Baljiwan Sachdev,M,40,Mysuru,False,1
SYN-P-01202,Orinder Date,Hemang Khare,M,53,Bengaluru Urban,False,1
SYN-P-01203,Jai Kapadia,Advay Rattan,M,47,Tumakuru,False,1
SYN-P-01204,Luke Bhalla,Shaurya Mital,M,45,Tumakuru,False,1
SYN-P-01205,Mason Gara,Utkarsh Shetty,M,47,Kalaburagi,False,1
SYN-P-01206,Sai Baria,Viraj Naidu,M,43,Tumakuru,True,3
SYN-P-01207,Zehaan Bala,Gagan Kashyap,M,40,Tumakuru,False,1
SYN-P-01208,Reva Choudhry,Aarush Pandit,F,46,Mysuru,False,1
SYN-P-01209,Rishi Chowdhury,Noah Narayan,M,41,Bengaluru Urban,False,1
SYN-P-01210,Ekavir Goda,Azad Shenoy,M,42,Bengaluru Urban,False,1
